episode,total_reward
194,-46.95991579279331
195,-55.9599157927933
196,-47.95991579279331
197,-54.95991579279331
198,-56.9599157927933
199,-175.9599157927933
200,-38.101020514433635
201,-71.94563044292047
202,-341.9599157927933
203,-76.95991579279331
204,-159.82361909794957
205,-75.95991579279331
206,-203.9599157927933
207,-65.13148866804711
208,-45.13629669484372
209,-145.9599157927933
210,-66.13629669484372
211,-235.10102051443366
212,-349.9599157927933
213,-44.95991579279331
214,-278.9599157927933
215,-54.9599157927933
216,-36.95991579279331
217,-76.95991579279331
218,-48.101020514433635
219,-144.13148866804713
220,-47.13148866804712
221,-56.9599157927933
222,-175.95991579279334
223,-56.9599157927933
224,-341.95991579279325
225,-66.95991579279331
226,-75.95991579279331
227,-359.9599157927933
228,-243.64395483424553
229,-76.95991579279331
230,-173.50510257216823
231,-54.9599157927933
232,-37.13629669484372
233,-44.9599157927933
234,-68.99519197320339
235,-155.9599157927933
236,-27.272593389687454
237,-370.46757393219514
238,-36.95991579279331
239,-73.94563044292047
240,-47.10102051443364
241,-56.9599157927933
242,-362.9599157927933
243,-175.9599157927933
244,-49.13629669484372
245,-55.13629669484372
246,-45.13629669484372
247,-143.95991579279334
248,-84.95991579279331
249,-269.46757393219514
250,-137.13629669484374
251,-81.94563044292047
252,-242.95991579279334
253,-67.95991579279331
254,-37.95991579279331
255,-239.4675739321951
256,-46.9599157927933
257,-431.9599157927933
258,-64.95991579279331
259,-134.13629669484374
260,-76.81881107115296
261,-65.13629669484372
262,-158.10102051443366
263,-54.95991579279331
264,-46.9599157927933
265,-349.9599157927933
266,-76.95991579279331
267,-45.13629669484372
268,-46.95991579279331
269,-155.9599157927933
270,-72.95991579279331
271,-349.9599157927933
272,-46.95991579279331
273,-46.9599157927933
274,-56.9599157927933
275,-154.13629669484374
276,-56.95991579279331
277,-47.9599157927933
278,-60.646207293808544
279,-38.95991579279331
280,-47.13629669484373
281,-320.9647238195899
282,-64.95991579279331
283,-76.95991579279331
284,-46.95991579279331
285,-343.95991579279325
286,-36.95991579279331
287,-64.95991579279331
288,-76.95991579279331
289,-342.60867865383534
290,-322.10102051443357
291,-48.9599157927933
292,-46.788342917539495
293,-63.646207293808544
294,-55.9599157927933
295,-76.95991579279331
296,-48.13629669484372
297,-47.95991579279331
298,-39.101020514433635
299,-67.95991579279331
300,-46.95991579279331
301,-351.9599157927933
302,-440.9599157927933
303,-46.9599157927933
304,-361.9599157927933
305,-69.64620729380854
306,-78.95991579279331
307,-56.9599157927933
308,-64.95991579279331
309,-54.9599157927933
310,-146.10102051443366
311,-175.9599157927933
312,-56.95991579279331
313,-39.13629669484372
314,-350.9599157927933
315,-56.9599157927933
316,-175.9599157927933
317,-46.9599157927933
318,-35.13629669484372
319,-143.9599157927933
320,-448.1163367932371
321,-47.95991579279331
322,-74.95991579279331
323,-58.13629669484372
324,-36.9599157927933
325,-64.95991579279331
326,-46.95991579279331
327,-68.95991579279331
328,-67.95991579279331
329,-126.27259338968747
330,-256.15386543321034
331,-56.9599157927933
332,-76.95991579279331
333,-36.95991579279331
334,-46.9599157927933
335,-135.9599157927933
336,-39.95991579279331
337,-154.9599157927933
338,-56.95991579279331
339,-49.81778016906236
340,-55.9599157927933
341,-251.4675739321951
342,-451.818811071153
343,-155.9599157927933
344,-341.95991579279325
345,-56.9599157927933
346,-77.95991579279331
347,-36.13629669484372
348,-68.95991579279331
349,-55.13148866804711
350,-46.9599157927933
351,-47.95991579279331
352,-322.1010205144336
353,-48.95991579279331
354,-76.95991579279331
355,-36.9599157927933
356,-169.9599157927933
357,-62.81881107115298
358,-73.64620729380854
359,-27.101020514433642
360,-35.9599157927933
361,-76.95991579279331
362,-37.95991579279331
363,-322.1010205144336
364,-157.9599157927933
365,-64.95991579279331
366,-136.9599157927933
367,-233.60867865383534
368,-343.1314886680471
369,-76.95991579279331
370,-361.9599157927933
371,-75.95991579279331
372,-175.9599157927933
373,-58.9599157927933
374,-44.9599157927933
375,-148.64620729380854
376,-47.9599157927933
377,-349.9599157927933
378,-46.95991579279331
379,-39.646207293808544
380,-146.10102051443366
381,-68.95991579279331
382,-55.9599157927933
383,-60.13629669484372
384,-155.9599157927933
385,-45.95991579279331
386,-76.95991579279331
387,-166.9599157927933
388,-635.1362966948437
389,-35.9599157927933
390,-153.95991579279334
391,-47.13629669484372
392,-66.95991579279331
393,-341.9599157927933
394,-144.13629669484374
395,-259.46757393219514
396,-45.13629669484372
397,-65.95991579279331
398,-47.96472381958991
399,-56.13629669484372
400,-55.13629669484372
401,-253.60867865383534
402,-76.95991579279331
403,-78.95991579279331
404,-67.10102051443364
405,-51.10102051443364
406,-56.9599157927933
407,-69.10102051443364
408,-46.96472381958991
409,-66.95991579279331
410,-36.9599157927933
411,-56.13629669484372
412,-68.95991579279331
413,-64.95991579279331
414,-40.13629669484372
415,-46.95991579279331
416,-76.95991579279331
417,-47.95991579279331
418,-75.94563044292047
419,-39.646207293808544
420,-67.95991579279331
421,-56.95991579279331
422,-54.95991579279331
423,-241.4675739321951
424,-44.9599157927933
425,-76.95991579279331
426,-157.9599157927933
427,-134.9599157927933
428,-47.95991579279331
429,-36.95991579279331
430,-73.95991579279331
431,-157.9599157927933
432,-67.30786957009754
433,-76.95991579279331
434,-64.95991579279331
435,-35.9599157927933
436,-84.95991579279331
437,-340.13629669484374
438,-66.13629669484372
439,-57.13629669484372
440,-84.95991579279331
441,-64.95991579279331
442,-54.95991579279331
443,-54.9599157927933
444,-75.13629669484372
445,-47.95991579279331
446,-47.101020514433635
447,-36.13629669484372
448,-361.9599157927933
449,-38.9599157927933
450,-67.95991579279331
451,-60.9599157927933
452,-322.10102051443357
453,-254.9599157927933
454,-137.9599157927933
455,-341.4675739321951
456,-46.95991579279331
457,-76.95991579279331
458,-332.96472381958984
459,-48.9599157927933
460,-48.646207293808544
461,-47.101020514433635
462,-76.95991579279331
463,-56.9599157927933
464,-76.95991579279331
465,-38.95991579279331
466,-251.4675739321951
467,-56.9599157927933
468,-55.9599157927933
469,-58.9599157927933
470,-451.95991579279325
471,-59.788342917539495
472,-342.9599157927933
473,-41.646207293808544
474,-436.9599157927933
475,-58.9599157927933
476,-28.101020514433642
477,-47.95991579279331
478,-73.64620729380854
479,-46.95991579279331
480,-66.95991579279331
481,-70.95991579279331
482,-157.9599157927933
483,-141.9599157927933
484,-153.9599157927933
485,-37.10102051443364
486,-44.646207293808544
487,-134.64620729380854
488,-35.9599157927933
489,-353.60867865383534
490,-56.9599157927933
491,-151.9599157927933
492,-27.272593389687454
493,-56.9599157927933
494,-334.1010205144336
495,-76.95991579279331
496,-148.9599157927933
497,-271.46757393219514
498,-60.646207293808544
499,-141.9599157927933
500,-46.95991579279331
501,-44.95991579279331
502,-66.13629669484372
503,-59.646207293808544
504,-460.9599157927933
505,-57.9599157927933
506,-56.95991579279331
507,-46.9599157927933
508,-29.101020514433642
509,-158.10102051443366
510,-36.95991579279331
511,-76.95991579279331
512,-331.9599157927933
513,-36.95991579279331
514,-46.95991579279331
515,-58.9599157927933
516,-76.95991579279331
517,-50.646207293808544
518,-45.08673516456081
519,-262.46757393219514
520,-48.95991579279331
521,-60.9599157927933
522,-138.9951919732034
523,-426.10102051443357
524,-48.82361909794958
525,-176.80452572128016
526,-52.95991579279331
527,-34.81881107115298
528,-82.98090662333055
529,-342.60867865383534
530,-46.95991579279331
531,-168.64620729380854
532,-147.9599157927933
533,-59.646207293808544
534,-36.95991579279331
535,-76.95991579279331
536,-39.95991579279331
537,-223.60867865383534
538,-175.9599157927933
539,-47.9599157927933
540,-49.646207293808544
541,-49.12201134497089
542,-163.9599157927933
543,-39.30786957009754
544,-156.95991579279334
545,-147.9599157927933
546,-63.646207293808544
547,-244.95991579279334
548,-361.95991579279325
549,-44.95991579279331
550,-46.95991579279331
551,-69.1220113449709
552,-149.9599157927933
553,-59.9599157927933
554,-56.9599157927933
555,-53.646207293808544
556,-57.9599157927933
557,-27.964723819589913
558,-361.9599157927933
559,-59.646207293808544
560,-49.101020514433635
561,-51.13629669484372
562,-58.9599157927933
563,-76.95991579279331
564,-60.13629669484372
565,-231.60867865383545
566,-353.95991579279325
567,-64.95991579279331
568,-56.9599157927933
569,-45.13629669484372
570,-167.9599157927933
571,-56.9599157927933
572,-244.9599157927933
573,-46.08673516456081
574,-68.95991579279331
575,-50.646207293808544
576,-50.95991579279331
577,-41.646207293808544
578,-42.95991579279331
579,-52.95991579279331
580,-59.95991579279331
581,-60.9599157927933
582,-347.9599157927933
583,-66.95991579279331
584,-59.9599157927933
585,-60.9599157927933
586,-47.95991579279331
587,-34.101020514433635
588,-46.95991579279331
589,-69.64620729380854
590,-37.13148866804712
591,-76.95991579279331
592,-52.9599157927933
593,-56.81881107115298
594,-59.646207293808544
595,-41.81881107115298
596,-53.646207293808544
597,-70.94563044292047
598,-85.64620729380854
599,-76.81881107115298
600,-55.788342917539495
601,-57.945630442920475
602,-56.9599157927933
603,-50.13629669484372
604,-37.10102051443364
605,-37.13629669484372
606,-61.788342917539495
607,-343.9599157927933
608,-41.13629669484372
609,-621.6462072938085
610,-148.64620729380854
611,-55.9599157927933
612,-72.95991579279331
613,-52.95991579279331
614,-32.10102051443364
615,-80.80452572128014
616,-343.6462072938085
617,-149.13629669484374
618,-37.81881107115298
619,-76.95991579279331
620,-39.101020514433635
621,-46.95991579279331
622,-66.95991579279331
623,-56.9599157927933
624,-435.96472381958984
625,-244.95991579279334
626,-157.95991579279334
627,-68.95991579279331
628,-28.92944763917983
629,-162.9599157927933
630,-56.9599157927933
631,-39.9599157927933
632,-361.9599157927933
633,-516.6086786538355
634,-47.95991579279331
635,-45.13629669484372
636,-58.9599157927933
637,-141.13629669484374
638,-43.13629669484372
639,-270.818811071153
640,-61.13629669484372
641,-68.95991579279331
642,-66.9599157927933
643,-42.13629669484372
644,-53.10102051443364
645,-45.13629669484372
646,-76.95991579279331
647,-153.17157287525382
648,-143.9599157927933
649,-77.94563044292047
650,-53.13629669484372
651,-168.13629669484374
652,-61.12201134497089
653,-43.10102051443364
654,-77.64620729380854
655,-55.13629669484372
656,-54.9599157927933
657,-144.10102051443366
658,-44.10102051443364
659,-43.10102051443364
660,-48.9599157927933
661,-147.13629669484376
662,-45.101020514433635
663,-45.10102051443364
664,-62.1220113449709
665,-56.50510257216822
666,-53.99519197320339
667,-45.10102051443364
668,-52.9599157927933
669,-45.13629669484372
670,-53.101020514433635
671,-47.788342917539495
672,-44.13629669484372
673,-45.13629669484372
674,-51.10102051443364
675,-56.788342917539495
676,-53.101020514433635
677,-60.13629669484372
678,-47.13629669484372
679,-64.1220113449709
680,-175.9599157927933
681,-51.17157287525381
682,-60.9599157927933
683,-328.1715728752538
684,-53.10102051443364
685,-43.10102051443364
686,-70.1220113449709
687,-41.27259338968745
688,-68.13629669484372
689,-449.13629669484374
690,-60.13629669484372
691,-343.1362966948437
692,-55.13629669484372
693,-76.95991579279331
694,-67.10102051443364
695,-44.13629669484372
696,-49.10102051443364
697,-160.17157287525382
698,-164.9599157927933
699,-69.10102051443364
700,-49.13629669484372
701,-53.13629669484372
702,-267.17157287525384
703,-76.95991579279331
704,-64.95991579279331
705,-69.13629669484372
706,-47.96472381958991
707,-75.95991579279331
708,-48.101020514433635
709,-460.4532885823223
710,-60.9599157927933
711,-64.95991579279331
712,-76.95991579279331
713,-253.60867865383534
714,-67.10102051443364
715,-56.9599157927933
716,-45.13629669484372
717,-50.13629669484372
718,-75.13629669484372
719,-66.7883429175395
720,-77.13629669484374
721,-94.95991579279331
722,-74.1220113449709
723,-75.95991579279331
724,-59.13629669484372
725,-74.95991579279331
726,-52.13629669484372
727,-153.9599157927933
728,-76.95991579279331
729,-64.95991579279331
730,-47.10102051443364
731,-175.9599157927933
732,-76.95991579279331
733,-78.96472381958992
734,-65.13629669484372
735,-55.9599157927933
736,-38.13629669484372
737,-67.95991579279331
738,-59.646207293808544
739,-175.9599157927933
740,-271.46757393219514
741,-50.95991579279331
742,-56.95991579279331
743,-37.95991579279331
744,-29.101020514433642
745,-56.9599157927933
746,-45.646207293808544
747,-93.80452572128014
748,-53.9599157927933
749,-36.95991579279331
750,-59.9599157927933
751,-358.60867865383534
752,-56.9599157927933
753,-42.10102051443364
754,-35.9599157927933
755,-58.9599157927933
756,-76.95991579279331
757,-48.95991579279331
758,-56.9599157927933
759,-59.13148866804711
760,-55.13629669484373
761,-55.9599157927933
762,-74.81881107115298
763,-52.95991579279331
764,-232.29497015485057
765,-73.50510257216823
766,-33.13629669484372
767,-64.95991579279331
768,-53.13629669484372
769,-56.9599157927933
770,-63.81881107115298
771,-61.646207293808544
772,-69.94563044292047
773,-69.64620729380854
774,-158.9599157927933
775,-56.9599157927933
776,-38.13629669484372
777,-65.50510257216821
778,-43.646207293808544
779,-93.94563044292047
780,-27.101020514433642
781,-47.95991579279331
782,-55.82361909794958
783,-55.788342917539495
784,-231.60867865383534
785,-155.1220113449709
786,-44.9599157927933
787,-42.96472381958991
788,-139.9599157927933
789,-235.10102051443366
790,-66.7883429175395
791,-36.101020514433635
792,-61.94563044292048
793,-39.101020514433635
794,-56.80452572128015
795,-35.92944763917983
796,-141.9599157927933
797,-52.95991579279331
798,-137.9599157927933
799,-61.646207293808544
800,-54.81881107115297
801,-53.646207293808544
802,-362.9456304429204
803,-32.10102051443364
804,-50.95991579279331
805,-41.95991579279331
806,-175.13629669484374
807,-69.64620729380854
808,-31.92944763917983
809,-333.9599157927933
810,-76.95991579279331
811,-54.9599157927933
812,-343.9599157927933
813,-46.95991579279331
814,-166.9599157927933
815,-56.9599157927933
816,-52.9599157927933
817,-52.95991579279331
818,-44.9599157927933
819,-36.101020514433635
820,-45.646207293808544
821,-36.95991579279331
822,-66.81881107115298
823,-53.646207293808544
824,-55.9599157927933
825,-358.5051025721682
826,-226.43710577858164
827,-145.9599157927933
828,-73.64620729380854
829,-73.94563044292047
830,-37.95991579279331
831,-63.945630442920475
832,-70.64620729380854
833,-34.101020514433635
834,-56.9599157927933
835,-53.646207293808544
836,-65.95991579279331
837,-62.95991579279331
838,-37.646207293808544
839,-37.101020514433635
840,-44.9599157927933
841,-52.08673516456081
842,-361.9647238195899
843,-57.13629669484372
844,-146.9599157927933
845,-149.9599157927933
846,-135.9599157927933
847,-166.95991579279334
848,-63.50510257216821
849,-152.64620729380854
850,-68.94563044292047
851,-76.95991579279331
852,-135.10102051443366
853,-37.101020514433635
854,-44.9599157927933
855,-65.64620729380854
856,-41.95991579279331
857,-73.64620729380854
858,-135.95991579279334
859,-56.9599157927933
860,-36.101020514433635
861,-340.8188110711529
862,-68.95991579279331
863,-58.9599157927933
864,-54.086735164560814
865,-341.9599157927933
866,-93.94563044292047
867,-39.646207293808544
868,-47.95991579279331
869,-336.6462072938085
870,-47.13148866804712
871,-82.1220113449709
872,-52.9599157927933
873,-38.646207293808544
874,-64.0
875,-57.50510257216822
876,-36.13629669484372
877,-53.50510257216822
878,-41.50510257216822
879,-57.99519197320339
880,-51.50510257216822
881,-48.81881107115298
882,-37.101020514433635
883,-60.50510257216821
884,-179.9599157927933
885,-49.95991579279331
886,-35.101020514433635
887,-64.94563044292047
888,-64.95991579279331
889,-45.13629669484373
890,-53.646207293808544
891,-60.9599157927933
892,-37.13148866804712
893,-52.95991579279331
894,-66.81881107115298
895,-142.13629669484374
896,-54.95991579279331
897,-68.95991579279331
898,-69.64620729380854
899,-332.95991579279325
900,-49.646207293808544
901,-57.646207293808544
902,-41.95991579279331
903,-352.95991579279325
904,-260.59439330396253
905,-49.646207293808544
906,-76.95991579279331
907,-55.646207293808544
908,-76.95991579279331
909,-69.94563044292047
910,-59.646207293808544
911,-73.94563044292047
912,-68.95991579279331
913,-136.13629669484374
914,-47.95991579279331
915,-64.95991579279331
916,-60.646207293808544
917,-136.10102051443366
918,-48.95991579279331
919,-149.9599157927933
920,-167.9599157927933
921,-56.95991579279331
922,-37.101020514433635
923,-52.646207293808544
924,-52.101020514433635
925,-68.95991579279331
926,-64.95991579279331
927,-56.9599157927933
928,-29.964723819589917
929,-51.9599157927933
930,-57.646207293808544
931,-47.12201134497089
932,-53.81881107115297
933,-149.9599157927933
934,-62.08673516456081
935,-42.95991579279331
936,-42.50510257216822
937,-61.81881107115298
938,-135.10102051443366
939,-64.95991579279331
940,-41.646207293808544
941,-63.95991579279331
942,-76.95991579279331
943,-39.101020514433635
944,-60.646207293808544
945,-86.95991579279331
946,-64.94563044292047
947,-60.9599157927933
948,-46.95991579279331
949,-153.13629669484374
950,-36.50510257216822
951,-145.5051025721682
952,-39.50510257216822
953,-339.95991579279325
954,-36.13629669484372
955,-37.101020514433635
956,-56.13629669484373
957,-37.101020514433635
958,-39.13629669484372
959,-50.9599157927933
960,-49.50510257216822
961,-347.12201134497093
962,-35.92944763917983
963,-52.81881107115298
964,-49.13629669484372
965,-40.95991579279331
966,-233.96472381958992
967,-64.95991579279331
968,-361.9599157927933
969,-46.95991579279331
970,-51.08673516456081
971,-239.4675739321951
972,-74.1220113449709
973,-65.50510257216821
974,-56.9599157927933
975,-67.94563044292047
976,-62.9599157927933
977,-68.95991579279331
978,-43.99519197320339
979,-67.95991579279331
980,-30.101020514433642
981,-68.95991579279331
982,-47.95991579279331
983,-56.9599157927933
984,-51.50510257216821
985,-326.1715728752538
986,-60.9599157927933
987,-57.646207293808544
988,-50.95991579279331
989,-129.13629669484374
990,-68.95991579279331
991,-444.9599157927933
992,-132.13629669484374
993,-37.646207293808544
994,-57.646207293808544
995,-52.95991579279331
996,-354.9456304429204
997,-45.50510257216822
998,-49.95991579279331
999,-81.94563044292047
1000,-223.78025152908916
1001,-68.95991579279331
1002,-76.94563044292047
1003,-72.81881107115298
1004,-56.9599157927933
1005,-48.95991579279331
1006,-69.64620729380854
1007,-157.95991579279334
1008,-47.646207293808544
1009,-66.95991579279331
1010,-84.95991579279331
1011,-64.64620729380854
1012,-47.95991579279331
1013,-41.646207293808544
1014,-50.9599157927933
1015,-56.95991579279331
1016,-76.95991579279331
1017,-60.13629669484372
1018,-68.95991579279331
1019,-65.64620729380854
1020,-163.64620729380854
1021,-68.94563044292047
1022,-73.94563044292047
1023,-160.9599157927933
1024,-35.27259338968745
1025,-42.81881107115298
1026,-78.15728752538098
1027,-50.95991579279331
1028,-46.95991579279331
1029,-51.95991579279331
1030,-77.95991579279331
1031,-60.95991579279331
1032,-56.9599157927933
1033,-69.64620729380854
1034,-62.95991579279331
1035,-263.60867865383534
1036,-45.13629669484372
1037,-48.9599157927933
1038,-631.1538654332104
1039,-140.13629669484374
1040,-144.9599157927933
1041,-60.646207293808544
1042,-47.646207293808544
1043,-44.9599157927933
1044,-38.101020514433635
1045,-69.96472381958992
1046,-330.1362966948437
1047,-40.95991579279331
1048,-34.17157287525381
1049,-65.94563044292047
1050,-45.10102051443364
1051,-37.101020514433635
1052,-36.13629669484372
1053,-51.50510257216822
1054,-44.9599157927933
1055,-37.101020514433635
1056,-73.95991579279331
1057,-147.818811071153
1058,-236.96472381958992
1059,-56.95991579279331
1060,-43.50510257216822
1061,-48.95991579279331
1062,-73.64620729380854
1063,-60.81881107115297
1064,-144.64620729380854
1065,-326.10102051443357
1066,-165.9599157927933
1067,-73.94563044292047
1068,-39.81881107115298
1069,-54.086735164560814
1070,-70.95991579279331
1071,-56.9599157927933
1072,-146.64620729380854
1073,-155.64620729380854
1074,-36.101020514433635
1075,-44.95991579279331
1076,-68.95991579279331
1077,-46.95991579279331
1078,-53.50510257216821
1079,-50.95991579279331
1080,-59.9599157927933
1081,-65.50510257216821
1082,-54.945630442920475
1083,-58.9599157927933
1084,-151.9599157927933
1085,-139.50510257216823
1086,-45.646207293808544
1087,-34.10102051443364
1088,-67.80452572128014
1089,-44.95991579279331
1090,-69.64620729380854
1091,-56.9599157927933
1092,-36.95991579279331
1093,-65.64620729380854
1094,-69.64620729380854
1095,-49.9599157927933
1096,-342.1362966948437
1097,-76.95991579279331
1098,-49.50510257216822
1099,-52.99519197320339
1100,-37.13629669484372
1101,-69.94563044292047
1102,-32.13629669484372
1103,-237.60867865383534
1104,-36.101020514433635
1105,-56.9599157927933
1106,-51.50510257216821
1107,-59.9599157927933
1108,-157.818811071153
1109,-64.95991579279331
1110,-47.13629669484372
1111,-172.64620729380854
1112,-138.13629669484374
1113,-66.94563044292047
1114,-43.95991579279331
1115,-39.50510257216822
1116,-35.101020514433635
1117,-74.7883429175395
1118,-54.95991579279331
1119,-72.95991579279331
1120,-69.50510257216821
1121,-162.64620729380854
1122,-48.95991579279331
1123,-321.3078695700975
1124,-60.646207293808544
1125,-341.9599157927933
1126,-58.9599157927933
1127,-81.94563044292047
1128,-54.9599157927933
1129,-72.94563044292047
1130,-37.101020514433635
1131,-37.101020514433635
1132,-154.50510257216823
1133,-68.95991579279331
1134,-45.101020514433635
1135,-47.95991579279331
1136,-66.95991579279331
1137,-46.95991579279331
1138,-164.64620729380854
1139,-62.50510257216822
1140,-73.94563044292047
1141,-50.9599157927933
1142,-65.95991579279331
1143,-59.646207293808544
1144,-36.646207293808544
1145,-37.101020514433635
1146,-93.94563044292047
1147,-68.13629669484372
1148,-49.50510257216822
1149,-52.13629669484372
1150,-73.95991579279331
1151,-38.10102051443364
1152,-345.9599157927933
1153,-73.94563044292047
1154,-44.95991579279331
1155,-146.64620729380854
1156,-68.95991579279331
1157,-43.95991579279331
1158,-46.13629669484372
1159,-56.9599157927933
1160,-158.9599157927933
1161,-51.95991579279331
1162,-76.95991579279331
1163,-342.1010205144336
1164,-53.646207293808544
1165,-162.64620729380854
1166,-69.94563044292047
1167,-63.50510257216821
1168,-34.81881107115298
1169,-68.95991579279331
1170,-59.646207293808544
1171,-60.9599157927933
1172,-84.95991579279331
1173,-55.96472381958991
1174,-71.1220113449709
1175,-57.13629669484372
1176,-61.13629669484372
1177,-54.0
1178,-169.08673516456082
1179,-50.10102051443364
1180,-42.13629669484372
1181,-78.82361909794957
1182,-56.9599157927933
1183,-49.95991579279331
1184,-50.95991579279331
1185,-56.95991579279331
1186,-61.50510257216821
1187,-43.99519197320339
1188,-156.64620729380857
1189,-78.95991579279331
1190,-49.646207293808544
1191,-48.95991579279331
1192,-51.95991579279331
1193,-53.95991579279331
1194,-76.95991579279331
1195,-76.95991579279331
1196,-57.646207293808544
1197,-78.95991579279331
1198,-67.95991579279331
1199,-40.95991579279331
1200,-66.95991579279331
1201,-101.94563044292047
1202,-160.64620729380854
1203,-71.94563044292047
1204,-50.646207293808544
1205,-147.9599157927933
1206,-231.60867865383534
1207,-341.13629669484374
1208,-34.92944763917983
1209,-56.1220113449709
1210,-44.81881107115298
1211,-32.10102051443364
1212,-36.13629669484372
1213,-73.81881107115298
1214,-334.5051025721682
1215,-143.9599157927933
1216,-56.9599157927933
1217,-68.95991579279331
1218,-65.64620729380854
1219,-46.95991579279331
1220,-64.95991579279331
1221,-55.81881107115298
1222,-344.95991579279325
1223,-56.9599157927933
1224,-76.95991579279331
1225,-44.95991579279331
1226,-50.646207293808544
1227,-38.99519197320339
1228,-71.80452572128014
1229,-45.9599157927933
1230,-76.95991579279331
1231,-60.81881107115298
1232,-46.95991579279331
1233,-29.92944763917983
1234,-86.94563044292047
1235,-56.9599157927933
1236,-60.50510257216821
1237,-57.646207293808544
1238,-60.9599157927933
1239,-76.95991579279331
1240,-52.101020514433635
1241,-254.4675739321951
1242,-76.95991579279331
1243,-31.272593389687454
1244,-151.818811071153
1245,-157.64620729380854
1246,-77.94563044292047
1247,-172.64620729380854
1248,-56.99519197320339
1249,-58.9599157927933
