episode,total_reward
1250,-67.9599157927933
1251,-50.13629669484372
1252,-72.95991579279331
1253,-44.10102051443364
1254,-49.50510257216822
1255,-49.13629669484372
1256,-53.81881107115298
1257,-50.81881107115298
1258,-45.13629669484372
1259,-34.101020514433635
1260,-37.646207293808544
1261,-48.81881107115298
1262,-70.95991579279331
1263,-61.945630442920475
1264,-38.646207293808544
1265,-35.13629669484372
1266,-63.646207293808544
1267,-56.80452572128015
1268,-91.80452572128014
1269,-34.95991579279331
1270,-47.95991579279331
1271,-61.646207293808544
1272,-57.13629669484372
1273,-52.95991579279331
1274,-51.95991579279331
1275,-76.95991579279331
1276,-31.92944763917983
1277,-58.9599157927933
1278,-67.95991579279331
1279,-47.9599157927933
1280,-48.95991579279331
1281,-52.95991579279331
1282,-155.9599157927933
1283,-47.50510257216822
1284,-64.81881107115296
1285,-68.95991579279331
1286,-49.646207293808544
1287,-54.50510257216821
1288,-165.818811071153
1289,-36.95991579279331
1290,-60.9599157927933
1291,-43.95991579279331
1292,-38.95991579279331
1293,-180.80452572128013
1294,-167.818811071153
1295,-146.50510257216823
1296,-46.95991579279331
1297,-78.95991579279331
1298,-72.95991579279331
1299,-52.646207293808544
1300,-53.646207293808544
1301,-42.13629669484372
1302,-79.94563044292047
1303,-68.10102051443364
1304,-54.99519197320339
1305,-52.95991579279331
1306,-36.95991579279331
1307,-143.50510257216823
1308,-60.81881107115297
1309,-61.646207293808544
1310,-43.50510257216822
1311,-159.81881107115296
1312,-78.95991579279331
1313,-76.95991579279331
1314,-67.94563044292047
1315,-38.95991579279331
1316,-61.13629669484372
1317,-134.10102051443366
1318,-70.64620729380854
1319,-55.9599157927933
1320,-62.95991579279331
1321,-65.64620729380854
1322,-67.95991579279331
1323,-36.13629669484372
1324,-46.95991579279331
1325,-73.50510257216821
1326,-50.13629669484372
1327,-59.945630442920475
1328,-63.646207293808544
1329,-85.94563044292047
1330,-44.9599157927933
1331,-52.9599157927933
1332,-51.81881107115297
1333,-46.95991579279331
1334,-41.0
1335,-52.95991579279331
1336,-66.81881107115296
1337,-39.81778016906236
1338,-76.95991579279331
1339,-254.29497015485057
1340,-67.95991579279331
1341,-49.646207293808544
1342,-59.08673516456081
1343,-147.9599157927933
1344,-66.81881107115296
1345,-56.9599157927933
1346,-140.64620729380854
1347,-358.6462072938085
1348,-50.95991579279331
1349,-78.95991579279331
1350,-37.101020514433635
1351,-56.96472381958991
1352,-71.82361909794957
1353,-62.12201134497089
1354,-44.9599157927933
1355,-336.9951919732034
1356,-37.101020514433635
1357,-41.646207293808544
1358,-37.101020514433635
1359,-37.13629669484372
1360,-136.64620729380854
1361,-65.80452572128016
1362,-249.4675739321951
1363,-61.94563044292048
1364,-37.101020514433635
1365,-75.50510257216823
1366,-42.81881107115298
1367,-38.13629669484372
1368,-53.50510257216822
1369,-48.95991579279331
1370,-76.95991579279331
1371,-50.646207293808544
1372,-59.646207293808544
1373,-37.101020514433635
1374,-40.95991579279331
1375,-76.95991579279331
1376,-65.64620729380854
1377,-45.50510257216822
1378,-60.9599157927933
1379,-48.81881107115298
1380,-59.9599157927933
1381,-63.81881107115298
1382,-36.646207293808544
1383,-42.95991579279331
1384,-93.94563044292047
1385,-63.50510257216821
1386,-68.95991579279331
1387,-53.95991579279331
1388,-29.136296694843725
1389,-152.64620729380854
1390,-72.94563044292047
1391,-62.9599157927933
1392,-45.646207293808544
1393,-52.95991579279331
1394,-76.95991579279331
1395,-51.08673516456081
1396,-47.81881107115298
1397,-67.95991579279331
1398,-56.9599157927933
1399,-229.60867865383534
1400,-58.9599157927933
1401,-52.95991579279331
1402,-330.10102051443357
1403,-55.50510257216821
1404,-56.50510257216822
1405,-76.95991579279331
1406,-69.64620729380854
1407,-31.101020514433642
1408,-54.81881107115297
1409,-56.9599157927933
1410,-62.95991579279331
1411,-69.50510257216821
1412,-36.92944763917983
1413,-43.101020514433635
1414,-63.646207293808544
1415,-43.81881107115298
1416,-60.646207293808544
1417,-79.80452572128014
1418,-70.95991579279331
1419,-61.945630442920475
1420,-161.13629669484374
1421,-81.64620729380854
1422,-45.13629669484372
1423,-53.10102051443364
1424,-70.99519197320339
1425,-42.0
1426,-45.101020514433635
1427,-70.1220113449709
1428,-45.10102051443364
1429,-44.13629669484372
1430,-67.13629669484372
1431,-56.9599157927933
1432,-45.10102051443364
1433,-44.96472381958991
1434,-263.60867865383534
1435,-100.80452572128016
1436,-35.13629669484372
1437,-168.13629669484374
1438,-60.99519197320339
1439,-58.13629669484372
1440,-68.95991579279331
1441,-61.10102051443364
1442,-76.95991579279331
1443,-35.646207293808544
1444,-56.9599157927933
1445,-76.95991579279331
1446,-61.13629669484372
1447,-76.08673516456082
1448,-61.10102051443364
1449,-70.95991579279331
1450,-81.95991579279331
1451,-348.13629669484374
1452,-55.13629669484372
1453,-70.95991579279331
1454,-52.646207293808544
1455,-39.81881107115298
1456,-43.646207293808544
1457,-50.95991579279331
1458,-32.10102051443364
1459,-53.646207293808544
1460,-78.95991579279331
1461,-62.95991579279331
1462,-78.95991579279331
1463,-55.17157287525381
1464,-37.101020514433635
1465,-77.95991579279331
1466,-65.80452572128016
1467,-50.81881107115298
1468,-54.086735164560814
1469,-73.64620729380854
1470,-40.95991579279331
1471,-64.95991579279331
1472,-42.50510257216822
1473,-541.9599157927933
1474,-59.81881107115297
1475,-37.95991579279331
1476,-33.96472381958991
1477,-67.13629669484372
1478,-64.95991579279331
1479,-60.9599157927933
1480,-175.9599157927933
1481,-53.9599157927933
1482,-51.95991579279331
1483,-72.81881107115298
1484,-56.9599157927933
1485,-85.80452572128014
1486,-43.13629669484372
1487,-52.9599157927933
1488,-67.95991579279331
1489,-45.95991579279331
1490,-60.9599157927933
1491,-58.9599157927933
1492,-68.81881107115296
1493,-49.96472381958991
1494,-35.9599157927933
1495,-141.96472381958992
1496,-68.95991579279331
1497,-84.95991579279331
1498,-77.15728752538098
1499,-164.13629669484374
1500,-69.50510257216821
1501,-58.95991579279331
1502,-59.13629669484372
1503,-64.95991579279331
1504,-68.10102051443364
1505,-60.9599157927933
1506,-51.13629669484372
1507,-88.95991579279331
1508,-98.1220113449709
1509,-78.95991579279331
1510,-55.9599157927933
1511,-51.10102051443364
1512,-59.95991579279331
1513,-78.13629669484372
1514,-65.13629669484372
1515,-77.99519197320339
1516,-47.788342917539495
1517,-70.95991579279331
1518,-86.95991579279331
1519,-70.96472381958992
1520,-61.646207293808544
1521,-58.95991579279331
1522,-41.95991579279331
1523,-78.95991579279331
1524,-49.9599157927933
1525,-61.13629669484373
1526,-63.95991579279331
1527,-45.13629669484372
1528,-61.10102051443364
1529,-45.9599157927933
1530,-343.95991579279325
1531,-89.80452572128014
1532,-45.13629669484372
1533,-68.95991579279331
1534,-41.13629669484372
1535,-68.13629669484372
1536,-76.95991579279331
1537,-60.96472381958991
1538,-57.13629669484372
1539,-76.1220113449709
1540,-362.94563044292045
1541,-86.95991579279331
1542,-67.95991579279331
1543,-68.10102051443364
1544,-50.81881107115298
1545,-45.646207293808544
1546,-38.81881107115298
1547,-39.13629669484372
1548,-44.9599157927933
1549,-62.08673516456081
1550,-61.945630442920475
1551,-81.64620729380854
1552,-71.10102051443364
1553,-40.50510257216822
1554,-47.9599157927933
1555,-54.96472381958991
1556,-48.81881107115298
1557,-61.50510257216822
1558,-38.13629669484372
1559,-33.96472381958991
1560,-44.95991579279331
1561,-56.9599157927933
1562,-58.9599157927933
1563,-54.81881107115298
1564,-38.95991579279331
1565,-62.646207293808544
1566,-48.95991579279331
1567,-242.4675739321951
1568,-168.81881107115296
1569,-75.94563044292047
1570,-76.95991579279331
1571,-39.646207293808544
1572,-56.646207293808544
1573,-27.136296694843725
1574,-345.9599157927933
1575,-54.9599157927933
1576,-69.64620729380854
1577,-45.9599157927933
1578,-58.9599157927933
1579,-76.95991579279331
1580,-41.50510257216822
1581,-80.81881107115298
1582,-45.646207293808544
1583,-36.101020514433635
1584,-65.80452572128016
1585,-60.9599157927933
1586,-35.95991579279331
1587,-73.64620729380854
1588,-74.80452572128014
1589,-29.101020514433642
1590,-67.95991579279331
1591,-58.9599157927933
1592,-56.9599157927933
1593,-60.95991579279331
1594,-42.95991579279331
1595,-57.646207293808544
1596,-64.95991579279331
1597,-43.50510257216822
1598,-69.95991579279331
1599,-36.95991579279331
1600,-44.82361909794958
1601,-49.50510257216822
1602,-37.101020514433635
1603,-39.13629669484372
1604,-42.81881107115298
1605,-48.81881107115298
1606,-57.646207293808544
1607,-76.95991579279331
1608,-58.81881107115297
1609,-50.646207293808544
1610,-45.646207293808544
1611,-70.95991579279331
1612,-43.81881107115298
1613,-56.9599157927933
1614,-48.15728752538098
1615,-69.64620729380854
1616,-52.9599157927933
1617,-57.646207293808544
1618,-47.646207293808544
1619,-64.95991579279331
1620,-59.9599157927933
1621,-67.0
1622,-74.95991579279331
1623,-52.50510257216822
1624,-433.6462072938085
1625,-167.9599157927933
1626,-54.17157287525381
1627,-60.9599157927933
1628,-43.10102051443364
1629,-245.59439330396262
1630,-65.64620729380854
1631,-67.80452572128016
1632,-37.101020514433635
1633,-37.95991579279331
1634,-39.27259338968745
1635,-161.94563044292047
1636,-67.95991579279331
1637,-48.9599157927933
1638,-64.81881107115298
1639,-76.95991579279331
1640,-50.81881107115297
1641,-35.101020514433635
1642,-64.95991579279331
1643,-50.50510257216821
1644,-54.9599157927933
1645,-87.94563044292047
1646,-48.95991579279331
1647,-52.81881107115298
1648,-78.95991579279331
1649,-45.646207293808544
1650,-58.9599157927933
1651,-61.646207293808544
1652,-69.95991579279331
1653,-67.64620729380854
1654,-53.646207293808544
1655,-65.13629669484372
1656,-68.95991579279331
1657,-52.95991579279331
1658,-58.9599157927933
1659,-57.0
1660,-48.101020514433635
1661,-234.29497015485057
1662,-60.646207293808544
1663,-78.95991579279331
1664,-70.95991579279331
1665,-65.50510257216821
1666,-135.9599157927933
1667,-62.9599157927933
1668,-62.945630442920475
1669,-66.82361909794957
1670,-61.82361909794958
1671,-48.81881107115298
1672,-33.10102051443364
1673,-175.95991579279334
1674,-58.81881107115297
1675,-48.95991579279331
1676,-64.64620729380854
1677,-65.64620729380854
1678,-53.13629669484372
1679,-172.94563044292047
1680,-28.136296694843725
1681,-73.64620729380854
1682,-39.95991579279331
1683,-56.17157287525381
1684,-44.788342917539495
1685,-57.646207293808544
1686,-73.94563044292047
1687,-37.101020514433635
1688,-42.95991579279331
1689,-135.64620729380854
1690,-61.646207293808544
1691,-68.95991579279331
1692,-85.94563044292047
1693,-37.101020514433635
1694,-41.81881107115298
1695,-52.95991579279331
1696,-232.15386543321034
1697,-56.9599157927933
1698,-76.95991579279331
1699,-52.81881107115297
1700,-332.78834291753947
1701,-34.101020514433635
1702,-63.95991579279331
1703,-52.81881107115297
1704,-52.81881107115297
1705,-59.9599157927933
1706,-42.50510257216822
1707,-54.50510257216821
1708,-41.101020514433635
1709,-57.646207293808544
1710,-70.95991579279331
1711,-46.9599157927933
1712,-39.95991579279331
1713,-67.95991579279331
1714,-45.646207293808544
1715,-59.646207293808544
1716,-60.9599157927933
1717,-72.81881107115298
1718,-37.13629669484372
1719,-342.1010205144336
1720,-68.95991579279331
1721,-68.94563044292047
1722,-38.13629669484372
1723,-52.95991579279331
1724,-55.945630442920475
1725,-76.95991579279331
1726,-64.95991579279331
1727,-69.94563044292047
1728,-70.95991579279331
1729,-42.95991579279331
1730,-56.95991579279331
1731,-44.9599157927933
1732,-45.646207293808544
1733,-56.9599157927933
1734,-55.646207293808544
1735,-55.95991579279331
1736,-39.50510257216822
1737,-54.086735164560814
1738,-43.646207293808544
1739,-67.95991579279331
1740,-48.81881107115298
1741,-40.95991579279331
1742,-35.92944763917983
1743,-37.101020514433635
1744,-40.13629669484372
1745,-49.50510257216822
1746,-37.646207293808544
1747,-41.99519197320339
1748,-37.101020514433635
1749,-48.81881107115298
1750,-56.95991579279331
1751,-40.9599157927933
1752,-36.646207293808544
1753,-50.50510257216822
1754,-59.646207293808544
1755,-72.95991579279331
1756,-51.81881107115297
1757,-42.95991579279331
1758,-36.17157287525381
1759,-49.50510257216822
1760,-59.9599157927933
1761,-56.9599157927933
1762,-68.95991579279331
1763,-63.50510257216821
1764,-126.27259338968746
1765,-58.9599157927933
1766,-54.086735164560814
1767,-50.95991579279331
1768,-64.95991579279331
1769,-67.94563044292047
1770,-139.64620729380854
1771,-65.64620729380854
1772,-73.94563044292047
1773,-40.95991579279331
1774,-76.95991579279331
1775,-52.95991579279331
1776,-58.81881107115297
1777,-47.95991579279331
1778,-43.646207293808544
1779,-61.646207293808544
1780,-37.101020514433635
1781,-75.50510257216823
1782,-52.9599157927933
1783,-84.94563044292047
1784,-49.50510257216822
1785,-54.9599157927933
1786,-40.81881107115298
1787,-60.81881107115298
1788,-27.101020514433642
1789,-76.95991579279331
1790,-55.646207293808544
1791,-164.64620729380857
1792,-47.81881107115298
1793,-59.646207293808544
1794,-72.81881107115298
1795,-38.13629669484372
1796,-52.10102051443364
1797,-78.95991579279331
1798,-49.10102051443364
1799,-47.13629669484372
1800,-78.17157287525382
1801,-64.95991579279331
1802,-76.08673516456082
1803,-65.13629669484372
1804,-75.95991579279331
1805,-56.13629669484372
1806,-59.788342917539495
1807,-76.95991579279331
1808,-86.95991579279331
1809,-67.95991579279331
1810,-74.95991579279331
1811,-42.646207293808544
1812,-54.95991579279331
1813,-71.95991579279331
1814,-85.94563044292047
1815,-60.13629669484372
1816,-53.13629669484372
1817,-45.10102051443364
1818,-53.50510257216822
1819,-41.99519197320339
1820,-37.101020514433635
1821,-40.81881107115298
1822,-75.94563044292047
1823,-67.95991579279331
1824,-56.95991579279331
1825,-51.81881107115297
1826,-61.646207293808544
1827,-40.95991579279331
1828,-263.60867865383534
1829,-55.788342917539495
1830,-38.101020514433635
1831,-64.95991579279331
1832,-64.0
1833,-47.13629669484372
1834,-62.81881107115298
1835,-42.95991579279331
1836,-52.646207293808544
1837,-52.9599157927933
1838,-93.94563044292047
1839,-49.95991579279331
1840,-57.945630442920475
1841,-37.101020514433635
1842,-68.95991579279331
1843,-62.81881107115297
1844,-59.17157287525381
1845,-56.9599157927933
1846,-76.95991579279331
1847,-73.94563044292047
1848,-61.50510257216821
1849,-56.95991579279331
1850,-53.50510257216821
1851,-47.95991579279331
1852,-48.95991579279331
1853,-55.9599157927933
1854,-44.95991579279331
1855,-34.92944763917983
1856,-64.50510257216821
1857,-45.9599157927933
1858,-72.95991579279331
1859,-48.9599157927933
1860,-52.95991579279331
1861,-57.646207293808544
1862,-76.95991579279331
1863,-60.9599157927933
1864,-35.646207293808544
1865,-47.08673516456081
1866,-76.95991579279331
1867,-62.81881107115298
1868,-53.81881107115298
1869,-236.4675739321951
1870,-64.64620729380854
1871,-56.9599157927933
1872,-37.17157287525381
1873,-148.50510257216823
1874,-37.101020514433635
1875,-37.101020514433635
1876,-43.9599157927933
1877,-60.086735164560814
1878,-37.101020514433635
1879,-235.60867865383534
1880,-52.81881107115298
1881,-75.64620729380854
1882,-73.7883429175395
1883,-44.95991579279331
1884,-49.95991579279331
1885,-76.95991579279331
1886,-73.80452572128014
1887,-56.9599157927933
1888,-63.13629669484373
1889,-34.81881107115298
1890,-58.9599157927933
1891,-39.101020514433635
1892,-47.50510257216822
1893,-33.96472381958991
1894,-61.646207293808544
1895,-41.81881107115298
1896,-70.64620729380854
1897,-46.95991579279331
1898,-36.95991579279331
1899,-76.94563044292047
1900,-56.9599157927933
1901,-50.81881107115297
1902,-55.788342917539495
1903,-70.95991579279331
1904,-158.9456304429205
1905,-47.95991579279331
1906,-44.81881107115298
1907,-65.95991579279331
1908,-52.95991579279331
1909,-31.92944763917983
1910,-84.95991579279331
1911,-49.646207293808544
1912,-160.9599157927933
1913,-56.9599157927933
1914,-66.50510257216821
1915,-68.95991579279331
1916,-152.10102051443366
1917,-56.95991579279331
1918,-65.50510257216821
1919,-56.95991579279331
1920,-76.81881107115298
1921,-53.13629669484372
1922,-71.13629669484372
1923,-71.64620729380854
1924,-72.1220113449709
1925,-33.13629669484372
1926,-55.9599157927933
1927,-53.96472381958991
1928,-49.50510257216822
1929,-59.13629669484372
1930,-53.81881107115298
1931,-69.95991579279331
1932,-60.9599157927933
1933,-58.9599157927933
1934,-93.94563044292047
1935,-48.17157287525381
1936,-78.96472381958992
1937,-59.13629669484372
1938,-47.13629669484372
1939,-51.13629669484372
1940,-48.13629669484373
1941,-53.10102051443364
1942,-69.10102051443364
1943,-78.95991579279331
1944,-47.95991579279331
1945,-69.50510257216821
1946,-39.101020514433635
1947,-56.81881107115298
1948,-32.13629669484372
1949,-49.50510257216822
1950,-44.788342917539495
1951,-86.94563044292047
1952,-37.101020514433635
1953,-56.9599157927933
1954,-37.101020514433635
1955,-42.81881107115298
1956,-67.95991579279331
1957,-45.50510257216822
1958,-61.646207293808544
1959,-56.9599157927933
1960,-69.94563044292047
1961,-59.13148866804712
1962,-45.81881107115298
1963,-42.646207293808544
1964,-69.64620729380854
1965,-68.95991579279331
1966,-73.64620729380854
1967,-45.13629669484372
1968,-80.95991579279331
1969,-64.95991579279331
1970,-50.96472381958991
1971,-63.81881107115298
1972,-50.64620729380855
1973,-66.95991579279331
1974,-274.59439330396253
1975,-53.646207293808544
1976,-60.9599157927933
1977,-76.95991579279331
1978,-52.95991579279331
1979,-34.95991579279331
1980,-156.9599157927933
1981,-61.646207293808544
1982,-50.95991579279331
1983,-47.95991579279331
1984,-67.95991579279331
1985,-58.9599157927933
1986,-28.92944763917983
1987,-49.50510257216822
1988,-35.13629669484372
1989,-60.9599157927933
1990,-76.95991579279331
1991,-56.9599157927933
1992,-48.646207293808544
1993,-71.64620729380854
1994,-37.101020514433635
1995,-53.10102051443365
1996,-36.95991579279331
1997,-60.9599157927933
1998,-74.95991579279331
1999,-60.9599157927933
