run-id,episode,total_reward,avg_reward,avg_waiting_time,epsilon,lr,gamma
policy_v2_explored,339,-138.6462,-5.7769,5.7769,0.08305,0.05,0.99
policy_v2_explored,340,-37.101,-1.5459,1.5459,0.083,0.05,0.99
policy_v2_explored,341,-56.9599,-2.3733,2.3733,0.08295,0.05,0.99
policy_v2_explored,342,-76.9599,-3.2067,3.2067,0.0829,0.05,0.99
policy_v2_explored,343,-46.9599,-1.9567,1.9567,0.08285,0.05,0.99
policy_v2_explored,344,-55.3079,-2.3045,2.3045,0.0828,0.05,0.99
policy_v2_explored,345,-64.9599,-2.7067,2.7067,0.08275,0.05,0.99
policy_v2_explored,346,-52.1363,-2.1723,2.1723,0.0827,0.05,0.99
policy_v2_explored,347,-56.1363,-2.339,2.339,0.08265,0.05,0.99
policy_v2_explored,348,-175.9599,-7.3317,7.3317,0.0826,0.05,0.99
policy_v2_explored,349,-46.9599,-1.9567,1.9567,0.08255,0.05,0.99
policy_v2_explored,350,-56.9599,-2.3733,2.3733,0.0825,0.05,0.99
policy_v2_explored,351,-175.9599,-7.3317,7.3317,0.08245,0.05,0.99
policy_v2_explored,352,-41.101,-1.7125,1.7125,0.0824,0.05,0.99
policy_v2_explored,353,-341.9599,-14.2483,14.2483,0.08235,0.05,0.99
policy_v2_explored,354,-27.9647,-1.1652,1.1652,0.0823,0.05,0.99
policy_v2_explored,355,-57.9647,-2.4152,2.4152,0.08225,0.05,0.99
policy_v2_explored,356,-76.9599,-3.2067,3.2067,0.0822,0.05,0.99
policy_v2_explored,357,-155.9599,-6.4983,6.4983,0.08215,0.05,0.99
policy_v2_explored,358,-331.9599,-13.8317,13.8317,0.0821,0.05,0.99
policy_v2_explored,359,-453.9599,-18.915,18.915,0.08205,0.05,0.99
policy_v2_explored,360,-76.9599,-3.2067,3.2067,0.082,0.05,0.99
policy_v2_explored,361,-243.6087,-10.1504,10.1504,0.08195,0.05,0.99
policy_v2_explored,362,-65.9599,-2.7483,2.7483,0.0819,0.05,0.99
policy_v2_explored,363,-67.9599,-2.8317,2.8317,0.08185,0.05,0.99
policy_v2_explored,364,-157.9599,-6.5817,6.5817,0.0818,0.05,0.99
policy_v2_explored,365,-231.6087,-9.6504,9.6504,0.08175,0.05,0.99
policy_v2_explored,366,-77.9599,-3.2483,3.2483,0.0817,0.05,0.99
policy_v2_explored,367,-36.9599,-1.54,1.54,0.08165,0.05,0.99
policy_v2_explored,368,-145.9599,-6.0817,6.0817,0.0816,0.05,0.99
policy_v2_explored,369,-342.9599,-14.29,14.29,0.08155,0.05,0.99
policy_v2_explored,370,-67.7883,-2.8245,2.8245,0.0815,0.05,0.99
policy_v2_explored,371,-72.9599,-3.04,3.04,0.08145,0.05,0.99
policy_v2_explored,372,-46.9599,-1.9567,1.9567,0.0814,0.05,0.99
policy_v2_explored,373,-145.9599,-6.0817,6.0817,0.08135,0.05,0.99
policy_v2_explored,374,-29.101,-1.2125,1.2125,0.0813,0.05,0.99
policy_v2_explored,375,-57.9599,-2.415,2.415,0.08125,0.05,0.99
policy_v2_explored,376,-37.9599,-1.5817,1.5817,0.0812,0.05,0.99
policy_v2_explored,377,-235.4676,-9.8111,9.8111,0.08115,0.05,0.99
policy_v2_explored,378,-56.9599,-2.3733,2.3733,0.0811,0.05,0.99
policy_v2_explored,379,-67.9599,-2.8317,2.8317,0.08105,0.05,0.99
policy_v2_explored,380,-37.9599,-1.5817,1.5817,0.081,0.05,0.99
policy_v2_explored,381,-28.101,-1.1709,1.1709,0.08095,0.05,0.99
policy_v2_explored,382,-76.9599,-3.2067,3.2067,0.0809,0.05,0.99
policy_v2_explored,383,-53.9456,-2.2477,2.2477,0.08085,0.05,0.99
policy_v2_explored,384,-58.9599,-2.4567,2.4567,0.0808,0.05,0.99
policy_v2_explored,385,-75.9599,-3.165,3.165,0.08075,0.05,0.99
policy_v2_explored,386,-76.9599,-3.2067,3.2067,0.0807,0.05,0.99
policy_v2_explored,387,-339.6391,-14.1516,14.1516,0.08065,0.05,0.99
policy_v2_explored,388,-331.9599,-13.8317,13.8317,0.0806,0.05,0.99
policy_v2_explored,389,-56.9599,-2.3733,2.3733,0.08055,0.05,0.99
policy_v2_explored,390,-322.2726,-13.428,13.428,0.0805,0.05,0.99
policy_v2_explored,391,-48.9599,-2.04,2.04,0.08045,0.05,0.99
policy_v2_explored,392,-47.9599,-1.9983,1.9983,0.0804,0.05,0.99
policy_v2_explored,393,-175.9599,-7.3317,7.3317,0.08035,0.05,0.99
policy_v2_explored,394,-46.9599,-1.9567,1.9567,0.0803,0.05,0.99
policy_v2_explored,395,-64.9599,-2.7067,2.7067,0.08025,0.05,0.99
policy_v2_explored,396,-361.9599,-15.0817,15.0817,0.0802,0.05,0.99
policy_v2_explored,397,-331.9599,-13.8317,13.8317,0.08015,0.05,0.99
policy_v2_explored,398,-56.9599,-2.3733,2.3733,0.0801,0.05,0.99
policy_v2_explored,399,-54.9599,-2.29,2.29,0.08005,0.05,0.99
policy_v2_explored,400,-127.101,-5.2959,5.2959,0.08,0.05,0.99
policy_v2_explored,401,-274.9599,-11.4567,11.4567,0.07995,0.05,0.99
policy_v2_explored,402,-442.9599,-18.4567,18.4567,0.0799,0.05,0.99
policy_v2_explored,403,-36.9599,-1.54,1.54,0.07985,0.05,0.99
policy_v2_explored,404,-136.9599,-5.7067,5.7067,0.0798,0.05,0.99
policy_v2_explored,405,-56.9599,-2.3733,2.3733,0.07975,0.05,0.99
policy_v2_explored,406,-59.8236,-2.4927,2.4927,0.0797,0.05,0.99
policy_v2_explored,407,-126.9294,-5.2887,5.2887,0.07965,0.05,0.99
policy_v2_explored,408,-133.101,-5.5459,5.5459,0.0796,0.05,0.99
policy_v2_explored,409,-153.6462,-6.4019,6.4019,0.07955,0.05,0.99
policy_v2_explored,410,-65.9599,-2.7483,2.7483,0.0795,0.05,0.99
policy_v2_explored,411,-49.6462,-2.0686,2.0686,0.07945,0.05,0.99
policy_v2_explored,412,-76.9599,-3.2067,3.2067,0.0794,0.05,0.99
policy_v2_explored,413,-46.9599,-1.9567,1.9567,0.07935,0.05,0.99
policy_v2_explored,414,-56.9599,-2.3733,2.3733,0.0793,0.05,0.99
policy_v2_explored,415,-55.1363,-2.2973,2.2973,0.07925,0.05,0.99
policy_v2_explored,416,-145.9599,-6.0817,6.0817,0.0792,0.05,0.99
policy_v2_explored,417,-67.9599,-2.8317,2.8317,0.07915,0.05,0.99
policy_v2_explored,418,-58.9599,-2.4567,2.4567,0.0791,0.05,0.99
policy_v2_explored,419,-27.101,-1.1292,1.1292,0.07905,0.05,0.99
policy_v2_explored,420,-63.9456,-2.6644,2.6644,0.079,0.05,0.99
policy_v2_explored,421,-228.101,-9.5042,9.5042,0.07895,0.05,0.99
policy_v2_explored,422,-155.9599,-6.4983,6.4983,0.0789,0.05,0.99
policy_v2_explored,423,-76.9599,-3.2067,3.2067,0.07885,0.05,0.99
policy_v2_explored,424,-173.9599,-7.2483,7.2483,0.0788,0.05,0.99
policy_v2_explored,425,-76.9599,-3.2067,3.2067,0.07875,0.05,0.99
policy_v2_explored,426,-75.9599,-3.165,3.165,0.0787,0.05,0.99
policy_v2_explored,427,-53.9599,-2.2483,2.2483,0.07865,0.05,0.99
policy_v2_explored,428,-44.9599,-1.8733,1.8733,0.0786,0.05,0.99
policy_v2_explored,429,-48.1363,-2.0057,2.0057,0.07855,0.05,0.99
policy_v2_explored,430,-58.9599,-2.4567,2.4567,0.0785,0.05,0.99
policy_v2_explored,431,-175.9599,-7.3317,7.3317,0.07845,0.05,0.99
policy_v2_explored,432,-154.1315,-6.4221,6.4221,0.0784,0.05,0.99
policy_v2_explored,433,-51.9647,-2.1652,2.1652,0.07835,0.05,0.99
policy_v2_explored,434,-46.9599,-1.9567,1.9567,0.0783,0.05,0.99
policy_v2_explored,435,-155.9599,-6.4983,6.4983,0.07825,0.05,0.99
policy_v2_explored,436,-167.9599,-6.9983,6.9983,0.0782,0.05,0.99
policy_v2_explored,437,-35.9599,-1.4983,1.4983,0.07815,0.05,0.99
policy_v2_explored,438,-53.9456,-2.2477,2.2477,0.0781,0.05,0.99
policy_v2_explored,439,-341.9599,-14.2483,14.2483,0.07805,0.05,0.99
policy_v2_explored,440,-63.9599,-2.665,2.665,0.078,0.05,0.99
policy_v2_explored,441,-56.9599,-2.3733,2.3733,0.07795,0.05,0.99
policy_v2_explored,442,-46.9599,-1.9567,1.9567,0.0779,0.05,0.99
policy_v2_explored,443,-33.6462,-1.4019,1.4019,0.07785,0.05,0.99
policy_v2_explored,444,-46.9599,-1.9567,1.9567,0.0778,0.05,0.99
policy_v2_explored,445,-51.9599,-2.165,2.165,0.07775,0.05,0.99
policy_v2_explored,446,-175.9599,-7.3317,7.3317,0.0777,0.05,0.99
policy_v2_explored,447,-246.1315,-10.2555,10.2555,0.07765,0.05,0.99
policy_v2_explored,448,-129.6462,-5.4019,5.4019,0.0776,0.05,0.99
policy_v2_explored,449,-144.9599,-6.04,6.04,0.07755,0.05,0.99
policy_v2_explored,450,-37.9599,-1.5817,1.5817,0.0775,0.05,0.99
policy_v2_explored,451,-320.1363,-13.339,13.339,0.07745,0.05,0.99
policy_v2_explored,452,-69.6462,-2.9019,2.9019,0.0774,0.05,0.99
policy_v2_explored,453,-59.9599,-2.4983,2.4983,0.07735,0.05,0.99
policy_v2_explored,454,-56.9599,-2.3733,2.3733,0.0773,0.05,0.99
policy_v2_explored,455,-235.6087,-9.817,9.817,0.07725,0.05,0.99
policy_v2_explored,456,-76.9599,-3.2067,3.2067,0.0772,0.05,0.99
policy_v2_explored,457,-252.9599,-10.54,10.54,0.07715,0.05,0.99
policy_v2_explored,458,-63.6462,-2.6519,2.6519,0.0771,0.05,0.99
policy_v2_explored,459,-331.9599,-13.8317,13.8317,0.07705,0.05,0.99
policy_v2_explored,460,-28.101,-1.1709,1.1709,0.077,0.05,0.99
policy_v2_explored,461,-147.9599,-6.165,6.165,0.07695,0.05,0.99
policy_v2_explored,462,-155.9599,-6.4983,6.4983,0.0769,0.05,0.99
policy_v2_explored,463,-135.9599,-5.665,5.665,0.07685,0.05,0.99
policy_v2_explored,464,-27.101,-1.1292,1.1292,0.0768,0.05,0.99
policy_v2_explored,465,-56.9599,-2.3733,2.3733,0.07675,0.05,0.99
policy_v2_explored,466,-38.9599,-1.6233,1.6233,0.0767,0.05,0.99
policy_v2_explored,467,-93.9456,-3.9144,3.9144,0.07665,0.05,0.99
policy_v2_explored,468,-49.6462,-2.0686,2.0686,0.0766,0.05,0.99
policy_v2_explored,469,-39.9599,-1.665,1.665,0.07655,0.05,0.99
policy_v2_explored,470,-76.9599,-3.2067,3.2067,0.0765,0.05,0.99
policy_v2_explored,471,-52.1363,-2.1723,2.1723,0.07645,0.05,0.99
policy_v2_explored,472,-50.6462,-2.1103,2.1103,0.0764,0.05,0.99
policy_v2_explored,473,-62.6462,-2.6103,2.6103,0.07635,0.05,0.99
policy_v2_explored,474,-243.4676,-10.1445,10.1445,0.0763,0.05,0.99
policy_v2_explored,475,-268.4533,-11.1856,11.1856,0.07625,0.05,0.99
policy_v2_explored,476,-36.1363,-1.5057,1.5057,0.0762,0.05,0.99
policy_v2_explored,477,-54.9599,-2.29,2.29,0.07615,0.05,0.99
policy_v2_explored,478,-351.7883,-14.6578,14.6578,0.0761,0.05,0.99
policy_v2_explored,479,-71.9456,-2.9977,2.9977,0.07605,0.05,0.99
policy_v2_explored,480,-254.9599,-10.6233,10.6233,0.076,0.05,0.99
policy_v2_explored,481,-50.9599,-2.1233,2.1233,0.07595,0.05,0.99
policy_v2_explored,482,-131.9599,-5.4983,5.4983,0.0759,0.05,0.99
policy_v2_explored,483,-66.9599,-2.79,2.79,0.07585,0.05,0.99
policy_v2_explored,484,-76.9599,-3.2067,3.2067,0.0758,0.05,0.99
policy_v2_explored,485,-155.9599,-6.4983,6.4983,0.07575,0.05,0.99
policy_v2_explored,486,-52.9599,-2.2067,2.2067,0.0757,0.05,0.99
policy_v2_explored,487,-433.9599,-18.0817,18.0817,0.07565,0.05,0.99
policy_v2_explored,488,-263.6087,-10.9837,10.9837,0.0756,0.05,0.99
policy_v2_explored,489,-330.9599,-13.79,13.79,0.07555,0.05,0.99
policy_v2_explored,490,-126.101,-5.2542,5.2542,0.0755,0.05,0.99
policy_v2_explored,491,-37.9599,-1.5817,1.5817,0.07545,0.05,0.99
policy_v2_explored,492,-157.9599,-6.5817,6.5817,0.0754,0.05,0.99
policy_v2_explored,493,-126.101,-5.2542,5.2542,0.07535,0.05,0.99
policy_v2_explored,494,-45.6462,-1.9019,1.9019,0.0753,0.05,0.99
policy_v2_explored,495,-421.1363,-17.5473,17.5473,0.07525,0.05,0.99
policy_v2_explored,496,-50.8188,-2.1175,2.1175,0.0752,0.05,0.99
policy_v2_explored,497,-162.6462,-6.7769,6.7769,0.07515,0.05,0.99
policy_v2_explored,498,-67.9599,-2.8317,2.8317,0.0751,0.05,0.99
policy_v2_explored,499,-28.1363,-1.1723,1.1723,0.07505,0.05,0.99
policy_v2_explored,500,-341.9599,-14.2483,14.2483,0.075,0.05,0.99
policy_v2_explored,501,-68.9599,-2.8733,2.8733,0.07495,0.05,0.99
policy_v2_explored,502,-27.101,-1.1292,1.1292,0.0749,0.05,0.99
policy_v2_explored,503,-46.9599,-1.9567,1.9567,0.07485,0.05,0.99
policy_v2_explored,504,-66.9599,-2.79,2.79,0.0748,0.05,0.99
policy_v2_explored,505,-46.9599,-1.9567,1.9567,0.07475,0.05,0.99
policy_v2_explored,506,-48.6462,-2.0269,2.0269,0.0747,0.05,0.99
policy_v2_explored,507,-47.9599,-1.9983,1.9983,0.07465,0.05,0.99
policy_v2_explored,508,-175.9599,-7.3317,7.3317,0.0746,0.05,0.99
policy_v2_explored,509,-62.9599,-2.6233,2.6233,0.07455,0.05,0.99
policy_v2_explored,510,-36.9599,-1.54,1.54,0.0745,0.05,0.99
policy_v2_explored,511,-28.101,-1.1709,1.1709,0.07445,0.05,0.99
policy_v2_explored,512,-61.9599,-2.5817,2.5817,0.0744,0.05,0.99
policy_v2_explored,513,-77.9599,-3.2483,3.2483,0.07435,0.05,0.99
policy_v2_explored,514,-55.1363,-2.2973,2.2973,0.0743,0.05,0.99
policy_v2_explored,515,-158.9599,-6.6233,6.6233,0.07425,0.05,0.99
policy_v2_explored,516,-46.9599,-1.9567,1.9567,0.0742,0.05,0.99
policy_v2_explored,517,-154.9599,-6.4567,6.4567,0.07415,0.05,0.99
policy_v2_explored,518,-27.101,-1.1292,1.1292,0.0741,0.05,0.99
policy_v2_explored,519,-76.9599,-3.2067,3.2067,0.07405,0.05,0.99
policy_v2_explored,520,-56.9599,-2.3733,2.3733,0.074,0.05,0.99
policy_v2_explored,521,-49.101,-2.0459,2.0459,0.07395,0.05,0.99
policy_v2_explored,522,-73.9456,-3.0811,3.0811,0.0739,0.05,0.99
policy_v2_explored,523,-139.9599,-5.8317,5.8317,0.07385,0.05,0.99
policy_v2_explored,524,-57.7883,-2.4078,2.4078,0.0738,0.05,0.99
policy_v2_explored,525,-49.9599,-2.0817,2.0817,0.07375,0.05,0.99
policy_v2_explored,526,-58.9647,-2.4569,2.4569,0.0737,0.05,0.99
policy_v2_explored,527,-67.9599,-2.8317,2.8317,0.07365,0.05,0.99
policy_v2_explored,528,-136.9647,-5.7069,5.7069,0.0736,0.05,0.99
policy_v2_explored,529,-271.4676,-11.3111,11.3111,0.07355,0.05,0.99
policy_v2_explored,530,-56.9599,-2.3733,2.3733,0.0735,0.05,0.99
policy_v2_explored,531,-51.5051,-2.146,2.146,0.07345,0.05,0.99
policy_v2_explored,532,-43.101,-1.7959,1.7959,0.0734,0.05,0.99
policy_v2_explored,533,-44.9599,-1.8733,1.8733,0.07335,0.05,0.99
policy_v2_explored,534,-147.9599,-6.165,6.165,0.0733,0.05,0.99
policy_v2_explored,535,-155.9599,-6.4983,6.4983,0.07325,0.05,0.99
policy_v2_explored,536,-48.9599,-2.04,2.04,0.0732,0.05,0.99
policy_v2_explored,537,-168.5051,-7.021,7.021,0.07315,0.05,0.99
policy_v2_explored,538,-48.9599,-2.04,2.04,0.0731,0.05,0.99
policy_v2_explored,539,-56.9599,-2.3733,2.3733,0.07305,0.05,0.99
policy_v2_explored,540,-223.6087,-9.317,9.317,0.073,0.05,0.99
policy_v2_explored,541,-37.1315,-1.5471,1.5471,0.07295,0.05,0.99
policy_v2_explored,542,-56.9599,-2.3733,2.3733,0.0729,0.05,0.99
policy_v2_explored,543,-50.9599,-2.1233,2.1233,0.07285,0.05,0.99
policy_v2_explored,544,-46.9599,-1.9567,1.9567,0.0728,0.05,0.99
policy_v2_explored,545,-68.9599,-2.8733,2.8733,0.07275,0.05,0.99
policy_v2_explored,546,-76.9599,-3.2067,3.2067,0.0727,0.05,0.99
policy_v2_explored,547,-38.9599,-1.6233,1.6233,0.07265,0.05,0.99
policy_v2_explored,548,-47.9599,-1.9983,1.9983,0.0726,0.05,0.99
policy_v2_explored,549,-48.5051,-2.021,2.021,0.07255,0.05,0.99
policy_v2_explored,550,-48.8188,-2.0341,2.0341,0.0725,0.05,0.99
policy_v2_explored,551,-76.9599,-3.2067,3.2067,0.07245,0.05,0.99
policy_v2_explored,552,-56.9599,-2.3733,2.3733,0.0724,0.05,0.99
policy_v2_explored,553,-46.9599,-1.9567,1.9567,0.07235,0.05,0.99
policy_v2_explored,554,-46.9599,-1.9567,1.9567,0.0723,0.05,0.99
policy_v2_explored,555,-62.9599,-2.6233,2.6233,0.07225,0.05,0.99
policy_v2_explored,556,-56.9599,-2.3733,2.3733,0.0722,0.05,0.99
policy_v2_explored,557,-233.6087,-9.7337,9.7337,0.07215,0.05,0.99
policy_v2_explored,558,-59.9599,-2.4983,2.4983,0.0721,0.05,0.99
policy_v2_explored,559,-30.101,-1.2542,1.2542,0.07205,0.05,0.99
policy_v2_explored,560,-76.9599,-3.2067,3.2067,0.072,0.05,0.99
policy_v2_explored,561,-56.9599,-2.3733,2.3733,0.07195,0.05,0.99
policy_v2_explored,562,-135.1363,-5.6307,5.6307,0.0719,0.05,0.99
policy_v2_explored,563,-37.9599,-1.5817,1.5817,0.07185,0.05,0.99
policy_v2_explored,564,-51.9599,-2.165,2.165,0.0718,0.05,0.99
policy_v2_explored,565,-37.101,-1.5459,1.5459,0.07175,0.05,0.99
policy_v2_explored,566,-69.6462,-2.9019,2.9019,0.0717,0.05,0.99
policy_v2_explored,567,-322.101,-13.4209,13.4209,0.07165,0.05,0.99
policy_v2_explored,568,-59.6462,-2.4853,2.4853,0.0716,0.05,0.99
policy_v2_explored,569,-46.8188,-1.9508,1.9508,0.07155,0.05,0.99
policy_v2_explored,570,-30.101,-1.2542,1.2542,0.0715,0.05,0.99
policy_v2_explored,571,-157.9599,-6.5817,6.5817,0.07145,0.05,0.99
policy_v2_explored,572,-67.1315,-2.7971,2.7971,0.0714,0.05,0.99
policy_v2_explored,573,-76.9599,-3.2067,3.2067,0.07135,0.05,0.99
policy_v2_explored,574,-59.9599,-2.4983,2.4983,0.0713,0.05,0.99
policy_v2_explored,575,-76.9599,-3.2067,3.2067,0.07125,0.05,0.99
policy_v2_explored,576,-53.6462,-2.2353,2.2353,0.0712,0.05,0.99
policy_v2_explored,577,-68.9599,-2.8733,2.8733,0.07115,0.05,0.99
policy_v2_explored,578,-133.9599,-5.5817,5.5817,0.0711,0.05,0.99
policy_v2_explored,579,-60.9599,-2.54,2.54,0.07105,0.05,0.99
policy_v2_explored,580,-67.9599,-2.8317,2.8317,0.071,0.05,0.99
policy_v2_explored,581,-75.9599,-3.165,3.165,0.07095,0.05,0.99
policy_v2_explored,582,-29.101,-1.2125,1.2125,0.0709,0.05,0.99
policy_v2_explored,583,-56.9599,-2.3733,2.3733,0.07085,0.05,0.99
policy_v2_explored,584,-40.9599,-1.7067,1.7067,0.0708,0.05,0.99
policy_v2_explored,585,-71.9456,-2.9977,2.9977,0.07075,0.05,0.99
policy_v2_explored,586,-357.9599,-14.915,14.915,0.0707,0.05,0.99
policy_v2_explored,587,-55.9599,-2.3317,2.3317,0.07065,0.05,0.99
policy_v2_explored,588,-36.1363,-1.5057,1.5057,0.0706,0.05,0.99
policy_v2_explored,589,-56.9599,-2.3733,2.3733,0.07055,0.05,0.99
policy_v2_explored,590,-37.9599,-1.5817,1.5817,0.0705,0.05,0.99
policy_v2_explored,591,-36.9647,-1.5402,1.5402,0.07045,0.05,0.99
policy_v2_explored,592,-36.9599,-1.54,1.54,0.0704,0.05,0.99
policy_v2_explored,593,-70.9456,-2.9561,2.9561,0.07035,0.05,0.99
policy_v2_explored,594,-59.1363,-2.464,2.464,0.0703,0.05,0.99
policy_v2_explored,595,-56.9599,-2.3733,2.3733,0.07025,0.05,0.99
policy_v2_explored,596,-50.9599,-2.1233,2.1233,0.0702,0.05,0.99
policy_v2_explored,597,-32.101,-1.3375,1.3375,0.07015,0.05,0.99
policy_v2_explored,598,-73.6462,-3.0686,3.0686,0.0701,0.05,0.99
policy_v2_explored,599,-56.9599,-2.3733,2.3733,0.07005,0.05,0.99
policy_v2_explored,600,-49.6462,-2.0686,2.0686,0.07,0.05,0.99
policy_v2_explored,601,-76.9599,-3.2067,3.2067,0.06995,0.05,0.99
policy_v2_explored,602,-28.9294,-1.2054,1.2054,0.0699,0.05,0.99
policy_v2_explored,603,-49.9599,-2.0817,2.0817,0.06985,0.05,0.99
policy_v2_explored,604,-50.9599,-2.1233,2.1233,0.0698,0.05,0.99
policy_v2_explored,605,-59.8188,-2.4925,2.4925,0.06975,0.05,0.99
policy_v2_explored,606,-34.101,-1.4209,1.4209,0.0697,0.05,0.99
policy_v2_explored,607,-141.9599,-5.915,5.915,0.06965,0.05,0.99
policy_v2_explored,608,-143.9599,-5.9983,5.9983,0.0696,0.05,0.99
policy_v2_explored,609,-40.5051,-1.6877,1.6877,0.06955,0.05,0.99
policy_v2_explored,610,-32.9294,-1.3721,1.3721,0.0695,0.05,0.99
policy_v2_explored,611,-58.6462,-2.4436,2.4436,0.06945,0.05,0.99
policy_v2_explored,612,-58.9599,-2.4567,2.4567,0.0694,0.05,0.99
policy_v2_explored,613,-55.1363,-2.2973,2.2973,0.06935,0.05,0.99
policy_v2_explored,614,-249.4676,-10.3945,10.3945,0.0693,0.05,0.99
policy_v2_explored,615,-162.5051,-6.771,6.771,0.06925,0.05,0.99
policy_v2_explored,616,-41.1363,-1.714,1.714,0.0692,0.05,0.99
policy_v2_explored,617,-150.6462,-6.2769,6.2769,0.06915,0.05,0.99
policy_v2_explored,618,-83.9456,-3.4977,3.4977,0.0691,0.05,0.99
policy_v2_explored,619,-38.8188,-1.6175,1.6175,0.06905,0.05,0.99
policy_v2_explored,620,-40.7883,-1.6995,1.6995,0.069,0.05,0.99
policy_v2_explored,621,-69.9456,-2.9144,2.9144,0.06895,0.05,0.99
policy_v2_explored,622,-59.6462,-2.4853,2.4853,0.0689,0.05,0.99
policy_v2_explored,623,-56.9599,-2.3733,2.3733,0.06885,0.05,0.99
policy_v2_explored,624,-36.9599,-1.54,1.54,0.0688,0.05,0.99
policy_v2_explored,625,-78.9599,-3.29,3.29,0.06875,0.05,0.99
policy_v2_explored,626,-46.1363,-1.9223,1.9223,0.0687,0.05,0.99
policy_v2_explored,627,-251.4676,-10.4778,10.4778,0.06865,0.05,0.99
policy_v2_explored,628,-47.9599,-1.9983,1.9983,0.0686,0.05,0.99
policy_v2_explored,629,-60.6462,-2.5269,2.5269,0.06855,0.05,0.99
policy_v2_explored,630,-29.101,-1.2125,1.2125,0.0685,0.05,0.99
policy_v2_explored,631,-56.9599,-2.3733,2.3733,0.06845,0.05,0.99
policy_v2_explored,632,-149.9599,-6.2483,6.2483,0.0684,0.05,0.99
policy_v2_explored,633,-425.101,-17.7125,17.7125,0.06835,0.05,0.99
policy_v2_explored,634,-60.8178,-2.5341,2.5341,0.0683,0.05,0.99
policy_v2_explored,635,-52.9599,-2.2067,2.2067,0.06825,0.05,0.99
policy_v2_explored,636,-155.9599,-6.4983,6.4983,0.0682,0.05,0.99
policy_v2_explored,637,-73.5051,-3.0627,3.0627,0.06815,0.05,0.99
policy_v2_explored,638,-175.9599,-7.3317,7.3317,0.0681,0.05,0.99
policy_v2_explored,639,-175.9599,-7.3317,7.3317,0.06805,0.05,0.99
policy_v2_explored,640,-183.9599,-7.665,7.665,0.068,0.05,0.99
policy_v2_explored,641,-167.9599,-6.9983,6.9983,0.06795,0.05,0.99
policy_v2_explored,642,-52.101,-2.1709,2.1709,0.0679,0.05,0.99
policy_v2_explored,643,-56.9647,-2.3735,2.3735,0.06785,0.05,0.99
policy_v2_explored,644,-46.1363,-1.9223,1.9223,0.0678,0.05,0.99
policy_v2_explored,645,-66.9599,-2.79,2.79,0.06775,0.05,0.99
policy_v2_explored,646,-167.9599,-6.9983,6.9983,0.0677,0.05,0.99
policy_v2_explored,647,-47.101,-1.9625,1.9625,0.06765,0.05,0.99
policy_v2_explored,648,-145.9599,-6.0817,6.0817,0.0676,0.05,0.99
policy_v2_explored,649,-40.101,-1.6709,1.6709,0.06755,0.05,0.99
policy_v2_explored,650,-166.9599,-6.9567,6.9567,0.0675,0.05,0.99
policy_v2_explored,651,-43.101,-1.7959,1.7959,0.06745,0.05,0.99
policy_v2_explored,652,-153.9599,-6.415,6.415,0.0674,0.05,0.99
policy_v2_explored,653,-354.6462,-14.7769,14.7769,0.06735,0.05,0.99
policy_v2_explored,654,-58.9599,-2.4567,2.4567,0.0673,0.05,0.99
policy_v2_explored,655,-234.9599,-9.79,9.79,0.06725,0.05,0.99
policy_v2_explored,656,-155.9599,-6.4983,6.4983,0.0672,0.05,0.99
policy_v2_explored,657,-36.5051,-1.521,1.521,0.06715,0.05,0.99
policy_v2_explored,658,-48.9599,-2.04,2.04,0.0671,0.05,0.99
policy_v2_explored,659,-55.1363,-2.2973,2.2973,0.06705,0.05,0.99
policy_v2_explored,660,-59.8045,-2.4919,2.4919,0.067,0.05,0.99
policy_v2_explored,661,-49.5051,-2.0627,2.0627,0.06695,0.05,0.99
policy_v2_explored,662,-45.1363,-1.8807,1.8807,0.0669,0.05,0.99
policy_v2_explored,663,-36.101,-1.5042,1.5042,0.06685,0.05,0.99
policy_v2_explored,664,-44.7883,-1.8662,1.8662,0.0668,0.05,0.99
policy_v2_explored,665,-38.8188,-1.6175,1.6175,0.06675,0.05,0.99
policy_v2_explored,666,-37.101,-1.5459,1.5459,0.0667,0.05,0.99
policy_v2_explored,667,-103.9456,-4.3311,4.3311,0.06665,0.05,0.99
policy_v2_explored,668,-53.5051,-2.2294,2.2294,0.0666,0.05,0.99
policy_v2_explored,669,-77.9599,-3.2483,3.2483,0.06655,0.05,0.99
policy_v2_explored,670,-36.9294,-1.5387,1.5387,0.0665,0.05,0.99
policy_v2_explored,671,-40.9599,-1.7067,1.7067,0.06645,0.05,0.99
policy_v2_explored,672,-42.1716,-1.7571,1.7571,0.0664,0.05,0.99
policy_v2_explored,673,-49.9599,-2.0817,2.0817,0.06635,0.05,0.99
policy_v2_explored,674,-35.9294,-1.4971,1.4971,0.0663,0.05,0.99
policy_v2_explored,675,-39.1363,-1.6307,1.6307,0.06625,0.05,0.99
policy_v2_explored,676,-52.9599,-2.2067,2.2067,0.0662,0.05,0.99
policy_v2_explored,677,-71.9456,-2.9977,2.9977,0.06615,0.05,0.99
policy_v2_explored,678,-45.1363,-1.8807,1.8807,0.0661,0.05,0.99
policy_v2_explored,679,-37.6462,-1.5686,1.5686,0.06605,0.05,0.99
policy_v2_explored,680,-53.6462,-2.2353,2.2353,0.066,0.05,0.99
policy_v2_explored,681,-40.8188,-1.7008,1.7008,0.06595,0.05,0.99
policy_v2_explored,682,-42.9599,-1.79,1.79,0.0659,0.05,0.99
